Month,Borough,Community District (CD),Borough Consultation Total SNAP Recipients,Borough Consultation Total SNAP Households,Borough Consultation Total Cash Assistance Recipients,Borough Consultation Total Cash Assistance Cases,Borough Consultation Total Medicaid Only Enrollees,Borough Consultation Total Medicaid Enrollees
09/01/2022,Manhattan,M12,"48,245","33,155","8,879","5,748","18,458","38,161"
09/01/2022,Queens,Q01,"24,756","15,159","5,555","3,266","13,326","23,970"
09/01/2022,Queens,Q02,"11,759","7,588","2,127","1,442","9,504","13,637"
09/01/2022,Queens,Q03,"25,191","14,908","3,360","2,143","18,743","25,383"
09/01/2022,Queens,Q04,"28,040","16,646","3,709","2,392","20,892","28,765"
09/01/2022,Queens,Q05,"20,830","12,428","3,343","2,103","11,699","18,078"
09/01/2022,Queens,Q06,"11,579","7,834","1,211",828,"7,558","11,781"
09/01/2022,Queens,Q07,"32,740","21,600","5,200","3,578","26,502","37,820"
09/01/2022,Queens,Q08,"20,494","12,265","3,627","2,166","13,025","20,648"
09/01/2022,Queens,Q09,"24,956","14,508","4,681","2,778","13,319","21,814"
09/01/2022,Queens,Q10,"17,900","10,910","3,092","1,826","9,790","15,762"
09/01/2022,Queens,Q11,"9,003","5,875","1,225",802,"7,608","10,475"
09/01/2022,Queens,Q12,"47,201","28,392","12,592","7,166","22,081","42,948"
09/01/2022,Queens,Q13,"22,212","14,093","5,119","3,144","13,124","22,266"
09/01/2022,Queens,Q14,"29,914","16,504","9,664","4,543","10,857","28,059"
09/01/2022,Staten_Island,S01,"39,719","21,203","13,308","6,303","13,991","35,389"
09/01/2022,Staten_Island,S02,"17,267","9,995","3,232","1,822","9,857","16,854"
09/01/2022,Staten_Island,S03,"12,474","7,744","2,127","1,263","7,336","11,935"
12/01/2022,Bronx,B01,"46,445","26,134","15,488","8,241","11,800","37,311"
12/01/2022,Bronx,B02,"23,422","13,240","7,884","4,033","5,772","18,783"
12/01/2022,Bronx,B03,"44,444","25,105","15,576","8,370","10,626","35,250"
12/01/2022,Bronx,B04,"58,250","33,662","18,671","9,835","15,716","45,185"
12/01/2022,Bronx,B05,"56,013","32,027","19,134","10,112","14,030","43,588"
12/01/2022,Bronx,B06,"41,128","22,877","16,420","8,168","9,338","34,421"
12/01/2022,Bronx,B07,"49,917","29,100","15,875","8,559","14,257","39,435"
12/01/2022,Bronx,B08,"19,124","11,612","4,634","2,509","7,192","15,887"
12/01/2022,Bronx,B09,"57,760","32,349","17,744","8,932","17,747","46,584"
12/01/2022,Bronx,B10,"21,290","13,010","5,193","2,842","8,580","17,895"
12/01/2022,Bronx,B11,"27,454","16,096","7,672","4,145","10,055","23,535"
12/01/2022,Bronx,B12,"42,761","23,728","16,786","8,425","12,784","37,328"
12/01/2022,Brooklyn,K01,"51,822","21,392","8,867","3,683","24,924","39,869"
12/01/2022,Brooklyn,K02,"14,218","9,791","3,972","2,601","5,177","12,693"
12/01/2022,Brooklyn,K03,"45,079","24,714","12,044","6,381","15,130","35,288"
12/01/2022,Brooklyn,K04,"24,171","15,522","4,780","2,743","8,966","18,981"
12/01/2022,Brooklyn,K05,"66,755","39,112","17,952","9,547","19,858","49,736"
12/01/2022,Brooklyn,K06,"10,766","7,120","2,823","1,646","3,968","9,609"
12/01/2022,Brooklyn,K07,"23,035","14,230","3,983","2,488","12,912","21,080"
12/01/2022,Brooklyn,K08,"20,005","13,338","6,397","4,121","7,312","17,632"
12/01/2022,Brooklyn,K09,"21,790","13,555","4,740","2,929","9,273","17,786"
12/01/2022,Brooklyn,K10,"19,733","11,883","2,833","1,765","11,036","17,583"
12/01/2022,Brooklyn,K11,"41,181","24,216","4,458","2,630","20,227","34,039"
12/01/2022,Brooklyn,K12,"65,401","21,745","12,600","3,297","33,223","51,157"
12/01/2022,Brooklyn,K13,"34,255","22,626","7,129","3,702","12,794","31,234"
12/01/2022,Brooklyn,K14,"33,901","19,943","6,027","3,498","15,267","27,876"
12/01/2022,Brooklyn,K15,"31,232","19,148","4,441","2,420","14,573","27,167"
12/01/2022,Brooklyn,K16,"37,538","22,101","14,146","7,366","9,490","31,723"
12/01/2022,Brooklyn,K17,"33,186","21,725","9,611","5,805","13,619","29,144"
12/01/2022,Brooklyn,K18,"30,590","19,002","6,841","3,861","14,570","27,508"
12/01/2022,Manhattan,M01,"2,025","1,595",422,313,"1,463","2,511"
12/01/2022,Manhattan,M02,"3,010","2,412",465,398,"2,028","3,137"
12/01/2022,Manhattan,M03,"38,800","26,521","8,374","5,394","16,205","35,002"
12/01/2022,Manhattan,M04,"13,519","10,143","4,563","3,256","5,528","13,079"
12/01/2022,Manhattan,M05,"4,361","3,522","3,963","2,154","1,950","6,351"
12/01/2022,Manhattan,M06,"5,653","4,696","2,264","1,932","3,250","6,791"
12/01/2022,Manhattan,M07,"17,222","12,706","4,890","3,365","7,688","16,907"
12/01/2022,Manhattan,M08,"6,535","5,019","1,459","1,052","4,387","7,517"
12/01/2022,Manhattan,M09,"23,014","15,220","6,253","3,849","7,863","18,968"
12/01/2022,Manhattan,M10,"31,560","20,520","10,159","6,353","9,580","26,339"
12/01/2022,Manhattan,M11,"43,752","27,597","13,916","8,330","12,857","36,734"
12/01/2022,Manhattan,M12,"48,657","33,458","8,993","5,774","18,695","38,603"
12/01/2022,Queens,Q01,"25,025","15,323","5,786","3,288","13,603","24,475"
12/01/2022,Queens,Q02,"11,702","7,586","2,003","1,374","9,654","13,733"
12/01/2022,Queens,Q03,"25,599","15,096","3,463","2,147","18,954","25,720"
12/01/2022,Queens,Q04,"28,395","16,912","3,576","2,312","21,043","28,954"
12/01/2022,Queens,Q05,"20,893","12,491","3,180","1,996","11,800","18,169"
12/01/2022,Queens,Q06,"11,912","7,990","1,263",846,"7,655","11,987"
12/01/2022,Queens,Q07,"33,616","22,181","5,157","3,517","26,825","38,335"
12/01/2022,Queens,Q08,"20,839","12,555","3,737","2,234","13,295","21,080"
12/01/2022,Queens,Q09,"25,344","14,751","4,628","2,740","13,612","22,179"
12/01/2022,Queens,Q10,"18,326","11,169","3,298","1,885","9,994","16,164"
12/01/2022,Queens,Q11,"9,243","6,036","1,233",808,"7,723","10,615"
12/01/2022,Queens,Q12,"48,453","29,010","12,910","7,270","22,637","44,055"
12/01/2022,Queens,Q13,"22,648","14,327","5,117","3,132","13,471","22,744"
12/01/2022,Queens,Q14,"30,351","16,763","9,947","4,703","10,990","28,305"
12/01/2022,Staten_Island,S01,"39,923","21,430","13,263","6,275","14,039","35,565"
12/01/2022,Staten_Island,S02,"17,783","10,311","3,520","1,934","10,078","17,332"
12/01/2022,Staten_Island,S03,"13,059","8,073","2,300","1,340","7,462","12,276"
03/01/2023,Bronx,B01,"47,852","27,044","16,167","8,701","12,140","38,208"
03/01/2023,Bronx,B02,"23,795","13,544","8,213","4,229","5,903","19,215"
03/01/2023,Bronx,B03,"45,613","25,869","16,051","8,679","10,865","35,939"
03/01/2023,Bronx,B04,"59,326","34,526","19,160","10,204","16,113","46,133"
03/01/2023,Bronx,B05,"57,265","32,916","19,593","10,508","14,577","44,582"
03/01/2023,Bronx,B06,"41,780","23,341","16,951","8,477","9,670","35,229"
03/01/2023,Bronx,B07,"50,687","29,730","16,202","8,836","14,578","40,033"
03/01/2023,Bronx,B08,"19,500","11,923","4,883","2,675","7,386","16,329"
03/01/2023,Bronx,B09,"58,939","33,166","18,255","9,274","18,225","47,487"
03/01/2023,Bronx,B10,"22,067","13,455","5,428","2,969","8,852","18,493"
03/01/2023,Bronx,B11,"28,177","16,512","8,070","4,382","10,354","24,143"
03/01/2023,Bronx,B12,"43,737","24,481","17,276","8,777","13,215","38,249"
03/01/2023,Brooklyn,K01,"52,621","21,934","8,868","3,736","25,123","40,110"
03/01/2023,Brooklyn,K02,"14,788","10,218","4,284","2,806","5,345","13,028"
03/01/2023,Brooklyn,K03,"46,414","25,571","12,436","6,663","15,537","35,786"
03/01/2023,Brooklyn,K04,"24,823","15,994","5,039","2,902","9,164","19,278"
03/01/2023,Brooklyn,K05,"68,706","40,427","18,648","10,046","20,410","50,677"
03/01/2023,Brooklyn,K06,"11,093","7,354","3,011","1,755","4,118","9,887"
03/01/2023,Brooklyn,K07,"23,768","14,690","4,102","2,583","13,116","21,334"
03/01/2023,Brooklyn,K08,"20,631","13,789","6,315","4,010","7,499","17,737"
03/01/2023,Brooklyn,K09,"22,557","14,086","5,005","3,117","9,573","18,275"
03/01/2023,Brooklyn,K10,"20,519","12,376","3,040","1,887","11,236","17,991"
03/01/2023,Brooklyn,K11,"42,588","24,970","5,050","2,948","20,529","34,952"
03/01/2023,Brooklyn,K12,"68,156","22,541","13,001","3,497","33,306","51,580"
03/01/2023,Brooklyn,K13,"35,393","23,336","7,797","4,104","13,094","32,182"
03/01/2023,Brooklyn,K14,"35,390","20,696","6,611","3,861","15,555","28,684"
03/01/2023,Brooklyn,K15,"32,869","19,999","5,075","2,802","14,852","28,158"
03/01/2023,Brooklyn,K16,"38,726","22,934","14,517","7,606","9,932","32,521"
03/01/2023,Brooklyn,K17,"34,737","22,725","10,202","6,189","14,180","29,878"
03/01/2023,Brooklyn,K18,"32,108","19,887","7,502","4,223","15,010","28,512"
03/01/2023,Manhattan,M01,"2,034","1,557",529,393,"1,522","2,623"
03/01/2023,Manhattan,M02,"3,136","2,500",721,507,"2,111","3,441"
03/01/2023,Manhattan,M03,"39,134","26,833","8,551","5,513","16,517","35,423"
03/01/2023,Manhattan,M04,"13,971","10,474","4,956","3,470","5,744","13,576"
03/01/2023,Manhattan,M05,"4,601","3,689","5,146","2,616","2,954","8,201"
03/01/2023,Manhattan,M06,"5,938","4,988","2,251","1,927","3,367","6,701"
03/01/2023,Manhattan,M07,"17,607","12,995","5,040","3,489","7,892","17,128"
03/01/2023,Manhattan,M08,"6,750","5,206","1,541","1,121","4,493","7,678"
03/01/2023,Manhattan,M09,"23,673","15,706","6,781","4,206","8,119","19,473"
03/01/2023,Manhattan,M10,"32,257","21,109","10,548","6,732","9,848","26,921"
03/01/2023,Manhattan,M11,"44,968","28,413","14,535","8,831","13,315","37,471"
03/01/2023,Manhattan,M12,"49,855","34,371","9,817","6,328","19,116","39,547"
03/01/2023,Queens,Q01,"25,903","15,850","6,222","3,576","13,975","25,113"
03/01/2023,Queens,Q02,"12,307","7,995","2,247","1,540","9,879","14,116"
03/01/2023,Queens,Q03,"26,477","15,653","3,720","2,311","19,229","26,127"
03/01/2023,Queens,Q04,"29,377","17,492","3,896","2,483","21,259","29,316"
03/01/2023,Queens,Q05,"21,597","12,936","3,349","2,129","12,130","18,518"
03/01/2023,Queens,Q06,"12,439","8,271","1,490",988,"7,853","12,289"
03/01/2023,Queens,Q07,"34,894","23,134","5,492","3,732","27,253","38,874"
03/01/2023,Queens,Q08,"21,612","12,920","3,920","2,340","13,548","21,358"
03/01/2023,Queens,Q09,"26,270","15,245","4,908","2,910","13,973","22,649"
03/01/2023,Queens,Q10,"19,036","11,571","3,486","2,013","10,198","16,394"
03/01/2023,Queens,Q11,"9,562","6,251","1,320",862,"7,884","10,830"
03/01/2023,Queens,Q12,"50,109","30,098","13,726","7,762","23,326","44,976"
03/01/2023,Queens,Q13,"23,430","14,876","5,423","3,323","13,771","23,146"
03/01/2023,Queens,Q14,"31,366","17,378","10,249","4,871","11,280","28,854"
03/01/2023,Staten_Island,S01,"41,354","22,254","13,748","6,571","14,403","36,303"
03/01/2023,Staten_Island,S02,"18,554","10,695","3,843","2,106","10,402","17,892"
03/01/2023,Staten_Island,S03,"13,658","8,389","2,585","1,507","7,675","12,755"
06/01/2023,Bronx,B01,"46,349","26,183","16,395","8,813","12,110","38,690"
06/01/2023,Bronx,B02,"23,412","13,355","8,543","4,433","5,835","19,588"
06/01/2023,Bronx,B03,"44,131","25,100","16,432","8,892","10,843","36,566"
06/01/2023,Bronx,B04,"57,563","33,577","19,410","10,389","16,169","46,942"
06/01/2023,Bronx,B05,"55,818","32,133","20,039","10,788","14,574","45,383"
06/01/2023,Bronx,B06,"40,514","22,664","17,068","8,608","9,753","35,805"
06/01/2023,Bronx,B07,"49,434","29,006","16,506","9,047","14,655","40,834"
06/01/2023,Bronx,B08,"19,110","11,654","5,063","2,780","7,472","16,808"
06/01/2023,Bronx,B09,"57,308","32,269","18,776","9,578","18,354","48,591"
06/01/2023,Bronx,B10,"21,561","13,134","5,628","3,091","9,028","18,999"
06/01/2023,Bronx,B11,"27,352","16,054","8,272","4,487","10,464","24,691"
06/01/2023,Bronx,B12,"42,472","23,772","17,670","8,996","13,442","39,346"
06/01/2023,Brooklyn,K01,"50,629","21,067","8,985","3,783","25,139","40,632"
06/01/2023,Brooklyn,K02,"14,245","9,866","4,478","2,945","5,430","13,389"
06/01/2023,Brooklyn,K03,"44,500","24,558","12,915","7,005","15,626","36,545"
06/01/2023,Brooklyn,K04,"23,924","15,407","5,421","3,168","9,117","19,727"
06/01/2023,Brooklyn,K05,"66,067","38,835","19,583","10,435","20,661","52,318"
06/01/2023,Brooklyn,K06,"10,636","7,053","3,203","1,851","4,114","10,109"
06/01/2023,Brooklyn,K07,"23,234","14,356","4,311","2,697","13,021","21,656"
06/01/2023,Brooklyn,K08,"19,663","13,121","6,286","3,958","7,551","18,181"
06/01/2023,Brooklyn,K09,"21,667","13,540","5,223","3,267","9,652","18,707"
06/01/2023,Brooklyn,K10,"20,142","12,146","3,280","2,012","11,381","18,529"
06/01/2023,Brooklyn,K11,"42,216","24,592","5,602","3,234","20,545","35,929"
06/01/2023,Brooklyn,K12,"66,205","21,925","13,292","3,652","33,135","52,202"
06/01/2023,Brooklyn,K13,"34,688","22,838","8,327","4,385","13,338","33,182"
06/01/2023,Brooklyn,K14,"34,506","20,140","7,186","4,227","15,691","29,570"
06/01/2023,Brooklyn,K15,"32,516","19,669","5,772","3,139","15,113","29,201"
06/01/2023,Brooklyn,K16,"37,277","22,088","15,137","8,010","9,979","33,348"
06/01/2023,Brooklyn,K17,"33,523","21,921","10,925","6,633","14,455","31,115"
06/01/2023,Brooklyn,K18,"31,258","19,351","8,105","4,590","15,245","29,586"
06/01/2023,Manhattan,M01,"1,983","1,531",597,437,"1,586","2,791"
06/01/2023,Manhattan,M02,"3,049","2,428",665,483,"2,142","3,494"
06/01/2023,Manhattan,M03,"38,308","26,251","8,451","5,441","16,719","35,854"
06/01/2023,Manhattan,M04,"13,714","10,295","5,038","3,510","6,046","14,294"
06/01/2023,Manhattan,M05,"4,601","3,681","3,908","2,155","3,403","8,677"
06/01/2023,Manhattan,M06,"5,844","4,897","2,007","1,692","3,569","7,020"
06/01/2023,Manhattan,M07,"17,071","12,623","5,079","3,489","8,118","17,639"
06/01/2023,Manhattan,M08,"6,558","5,057","1,637","1,173","4,599","7,965"
06/01/2023,Manhattan,M09,"22,928","15,175","6,899","4,298","8,114","19,827"
06/01/2023,Manhattan,M10,"30,934","20,318","10,720","6,910","9,943","27,386"
06/01/2023,Manhattan,M11,"43,279","27,391","14,615","8,770","13,551","38,230"
06/01/2023,Manhattan,M12,"48,545","33,577","10,224","6,628","19,392","40,590"
06/01/2023,Queens,Q01,"25,223","15,489","6,478","3,723","14,321","26,053"
06/01/2023,Queens,Q02,"12,130","7,884","2,356","1,614","10,061","14,555"
06/01/2023,Queens,Q03,"25,956","15,386","3,916","2,445","19,374","26,810"
06/01/2023,Queens,Q04,"28,813","17,254","4,065","2,604","21,352","29,923"
06/01/2023,Queens,Q05,"21,117","12,671","3,553","2,246","12,324","19,100"
06/01/2023,Queens,Q06,"12,470","8,289","1,638","1,076","7,986","12,745"
06/01/2023,Queens,Q07,"34,892","23,199","5,732","3,869","27,799","40,236"
06/01/2023,Queens,Q08,"21,376","12,848","4,240","2,521","13,806","22,203"
06/01/2023,Queens,Q09,"25,688","15,009","5,211","3,089","14,141","23,277"
06/01/2023,Queens,Q10,"18,570","11,299","3,569","2,080","10,401","17,004"
06/01/2023,Queens,Q11,"9,496","6,235","1,381",908,"8,066","11,216"
06/01/2023,Queens,Q12,"49,078","29,531","14,365","8,115","23,951","46,881"
06/01/2023,Queens,Q13,"23,052","14,685","5,737","3,513","14,130","24,131"
06/01/2023,Queens,Q14,"30,459","16,879","10,628","5,066","11,332","29,651"
06/01/2023,Staten_Island,S01,"40,347","21,730","14,209","6,804","14,442","37,140"
06/01/2023,Staten_Island,S02,"18,438","10,631","4,046","2,237","10,572","18,616"
06/01/2023,Staten_Island,S03,"13,390","8,294","2,680","1,593","7,812","13,207"
09/01/2023,Bronx,B01,"44,350","25,234","16,450","8,913","1,656","2,885"
09/01/2023,Bronx,B02,"22,793","13,014","8,582","4,488","2,229","3,540"
09/01/2023,Bronx,B03,"42,651","24,380","16,513","8,966","17,076","36,134"
09/01/2023,Bronx,B04,"55,705","32,521","19,897","10,602","6,479","14,611"
09/01/2023,Bronx,B05,"53,953","31,173","20,238","10,864","4,429","8,457"
09/01/2023,Bronx,B06,"39,474","22,172","17,419","8,832","3,746","7,186"
09/01/2023,Bronx,B07,"47,626","28,113","16,815","9,248","8,355","18,063"
09/01/2023,Bronx,B08,"18,617","11,371","5,131","2,821","4,765","8,197"
09/01/2023,Bronx,B09,"55,737","31,418","19,170","9,751","8,346","20,162"
09/01/2023,Bronx,B10,"20,954","12,822","5,856","3,192","10,079","27,766"
09/01/2023,Bronx,B11,"26,711","15,745","8,589","4,717","13,788","38,868"
09/01/2023,Bronx,B12,"41,305","23,189","18,173","9,232","19,942","41,423"
09/01/2023,Brooklyn,K01,"49,960","20,677","8,931","3,758","12,291","39,010"
09/01/2023,Brooklyn,K02,"13,877","9,620","4,459","2,925","5,990","19,936"
09/01/2023,Brooklyn,K03,"43,633","23,790","12,897","6,992","11,072","37,045"
09/01/2023,Brooklyn,K04,"23,002","14,786","5,329","3,130","16,470","47,773"
09/01/2023,Brooklyn,K05,"64,084","37,762","19,809","10,510","14,895","46,120"
09/01/2023,Brooklyn,K06,"10,327","6,833","3,202","1,840","10,000","36,405"
09/01/2023,Brooklyn,K07,"22,981","14,179","4,533","2,826","15,062","41,646"
09/01/2023,Brooklyn,K08,"19,135","12,768","6,454","4,010","7,696","17,071"
09/01/2023,Brooklyn,K09,"21,246","13,208","5,372","3,341","18,785","49,536"
09/01/2023,Brooklyn,K10,"19,833","11,986","3,432","2,093","9,378","19,636"
09/01/2023,Brooklyn,K11,"41,563","24,172","5,713","3,259","10,806","25,326"
09/01/2023,Brooklyn,K12,"65,458","21,640","13,197","3,648","13,846","40,501"
09/01/2023,Brooklyn,K13,"34,151","22,404","8,357","4,363","25,317","40,908"
09/01/2023,Brooklyn,K14,"33,911","19,796","7,537","4,371","5,605","13,650"
09/01/2023,Brooklyn,K15,"32,138","19,380","5,795","3,110","16,124","37,093"
09/01/2023,Brooklyn,K16,"36,451","21,547","15,277","8,088","9,284","20,025"
09/01/2023,Brooklyn,K17,"32,806","21,412","11,214","6,740","21,204","53,401"
09/01/2023,Brooklyn,K18,"30,555","18,962","8,279","4,689","4,242","10,272"
09/01/2023,Manhattan,M01,"1,920","1,498",593,435,"13,191","22,049"
09/01/2023,Manhattan,M02,"3,028","2,410",614,476,"7,749","18,543"
09/01/2023,Manhattan,M03,"37,031","25,509","8,250","5,307","9,889","19,115"
09/01/2023,Manhattan,M04,"13,156","9,855","4,807","3,338","11,625","18,910"
09/01/2023,Manhattan,M05,"4,577","3,589","3,335","1,941","21,044","36,597"
09/01/2023,Manhattan,M06,"5,675","4,695","1,926","1,580","33,385","52,345"
09/01/2023,Manhattan,M07,"16,669","12,316","5,210","3,514","13,837","33,772"
09/01/2023,Manhattan,M08,"6,403","4,940","1,711","1,211","16,164","30,393"
09/01/2023,Manhattan,M09,"22,013","14,651","6,898","4,289","15,536","29,758"
09/01/2023,Manhattan,M10,"29,696","19,638","11,004","7,042","10,297","33,913"
09/01/2023,Manhattan,M11,"42,093","26,620","14,988","8,931","15,012","32,128"
09/01/2023,Manhattan,M12,"47,360","32,837","10,489","6,817","15,869","30,634"
09/01/2023,Queens,Q01,"24,839","15,260","7,076","3,963","14,647","27,048"
09/01/2023,Queens,Q02,"12,011","7,823","2,587","1,713","10,305","15,040"
09/01/2023,Queens,Q03,"25,324","15,090","4,085","2,524","19,693","27,334"
09/01/2023,Queens,Q04,"27,962","16,881","4,313","2,718","21,676","30,504"
09/01/2023,Queens,Q05,"20,445","12,328","3,684","2,293","12,696","19,644"
09/01/2023,Queens,Q06,"12,333","8,211","1,855","1,181","8,276","13,202"
09/01/2023,Queens,Q07,"34,713","23,144","6,079","4,053","28,622","41,349"
09/01/2023,Queens,Q08,"20,945","12,703","4,377","2,632","14,217","22,764"
09/01/2023,Queens,Q09,"24,804","14,581","5,391","3,194","14,515","23,843"
09/01/2023,Queens,Q10,"18,267","11,109","3,937","2,226","10,770","17,757"
09/01/2023,Queens,Q11,"9,416","6,190","1,476",955,"8,372","11,580"
09/01/2023,Queens,Q12,"47,717","28,818","15,060","8,452","24,599","48,216"
09/01/2023,Queens,Q13,"22,470","14,393","6,121","3,751","14,653","25,072"
09/01/2023,Queens,Q14,"29,863","16,532","10,903","5,204","11,478","30,275"
09/01/2023,Staten_Island,S01,"39,613","21,313","14,603","6,928","14,703","37,898"
09/01/2023,Staten_Island,S02,"18,096","10,468","4,164","2,282","10,970","19,213"
09/01/2023,Staten_Island,S03,"13,101","8,138","2,761","1,623","8,121","13,621"
